"","b1.TL.ctrl","b1.IL.ctrl","b1.TI.ctrl","b1.TL.ko","b1.IL.ko","b1.TI.ko","b2.TL.ctrl","b2.IL.ctrl","b2.TI.ctrl","b2.TL.ko","b2.IL.ko","b2.TI.ko"
"Zbtb10",-0.0690030991285084,-0.017908355413349,-0.0510947437151594,0.405789854523118,0.238427813895679,0.167362040627439,-0.0367244581195142,-0.0517908239334294,0.0150663658139152,0.0130652399238359,-0.0592007250421612,0.0722659649659972
"ENSMUSG00000089726",-0.0393559022155858,-0.0822500017877305,0.0428940995721447,0.112268576004041,-0.0485844470742092,0.16085302307825,0.0808773599280761,-0.024501315656376,0.105378675584452,-0.311136277906982,-0.309050771095399,-0.00208550681158316
"Slc25a25",-0.0267652294194006,-0.223130040014536,0.196364810595135,0.14881338226426,0.25690560133709,-0.10809221907283,0.126330548209056,-0.340209381853268,0.466539930062325,-0.0997774578899678,-0.360976287174955,0.261198829284987
"Zswim4",-0.363688321584267,-0.531024711696176,0.167336390111909,0.145235074545516,0.171708685451517,-0.0264736109060014,-0.213976896450967,-0.406328125502133,0.192351229051166,-0.27410329197917,-0.461236363409595,0.187133071430425
"Stk17b",-0.239761219330914,-0.337516821302573,0.0977556019716589,0.384063118268655,0.0636787152917872,0.320384402976868,-0.410151380896645,-0.734922145131343,0.324770764234697,-0.110270745437705,-0.429150226255956,0.318879480818252
"Creb5",0.0426238925249233,-0.0964644859342698,0.139088378459193,0.146146080558239,0.191444803771797,-0.0452987232135576,-0.00395796867085961,-0.125889867172183,0.121931898501323,-0.0937256885235627,-0.116752159644969,0.0230264711214068
"Hivep1",-0.0406423962147906,-0.133798724017918,0.0931563278031271,0.357293309247035,0.207527089490068,0.149766219756967,-0.15721833493222,-0.477229047196971,0.320010712264751,-0.223169195526556,-0.467110494943189,0.243941299416633
"4930523C07Rik",0.166534517967647,0.0227248882516327,0.143809629716014,0.334527831921906,-0.195850972848772,0.530378804770678,0.0533481651990197,-0.3069857861363,0.36033395133532,-0.12392783045867,-0.2661695484062,0.14224171794753
"Itpkc",-0.265437294143516,-0.426093474722429,0.160656180578913,0.213946319071197,0.199862608212145,0.0140837108590515,-0.111589025083747,-0.380739321624277,0.26915029654053,0.0329696727162911,-0.204509468906961,0.237479141623252
"Arg2",-0.282770724997668,-1.02655897281578,0.743788247818109,-0.635131681378452,-1.27682711857148,0.641695437193033,-0.923377606740533,-1.06328485016609,0.139907243425556,-0.676433732041994,-1.18471822722537,0.508284495183374
"Fgf7",-0.269648988765152,0.0198658553174056,-0.289514844082558,-0.180831240882781,0.125541184035879,-0.306372424918659,-0.671880639435229,-0.490932964132972,-0.180947675302257,-0.0752596398661843,0.0698503120889131,-0.145109951955097
"Nfil3",0.0505160637781239,-0.0157029394192979,0.0662190031974218,-0.00900655424307319,0.0895020114727265,-0.0985085657157997,0.069247852422667,0.109684472264309,-0.0404366198416416,-0.252115664766869,-0.294030672933616,0.0419150081667468
"Fas",-0.300642893672972,-0.457207886219791,0.156564992546819,0.14125208933662,0.0430392356919427,0.0982128536446772,-0.201741140277708,-0.681139606627556,0.479398466349848,-0.351965448845506,-0.479323793651493,0.127358344805987
